"NAME","ELEMENT.x","Axis_0.x","COLOUR.x","DEPTH.x","branch_length_observed_tree","LENGTHTOPARENT.x","NODE_NUMBER.x","PARENTNODE.x","TERMINAL_NODE_FIRST.x","TERMINAL_NODE_LAST.x","TOTAL_LENGTH.x","TREENAME.x","total_length_gui","X_y.x","ELEMENT.y","Axis_0.y","COLOUR.y","DEPTH.y","branch_length_comparison_tree","LENGTHTOPARENT.y","NODE_NUMBER.y","PARENTNODE.y","TERMINAL_NODE_FIRST.y","TERMINAL_NODE_LAST.y","TOTAL_LENGTH.y","TREENAME.y","X_y.y","rank_comparison_tree","sorted_asc_bl_comparison_tree","rwibald_score","rwibald_score_rank","bl_comparison_tree_rwibald_elbow_key","rwibald_type","range_cell_count","non_range_weighted_branch_length_observed_tree","non_range_weighted_branch_length_comparison_tree","diff_non_range_weighted_observed_to_comparison_bl","rank_BaLD"
"308___",662,662,NA,27,9.90872355358526e-05,9.90872355358526e-05,662,661,332,334,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.121690814272344,342.45,662,662,NA,27,0.000170590608920702,0.000170590608920702,662,661,332,334,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",342.45,434,581,-7.15033733848494e-05,285,"not_key","other",53,0.00525162348340019,0.00904130227279721,-0.00378967878939702,536
"309___",671,671,NA,29,1.03288556984861e-05,1.03288556984861e-05,671,669,337,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.126927982436343,347.2,671,671,NA,29,0.000111621015713545,0.000111621015713545,671,669,337,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",347.2,513,502,-0.000101292160015059,235,"not_key","other",81,0.000836637311577374,0.00904130227279715,-0.00820466496121977,132
"31___",67,67,NA,8,6.75440974191884e-05,6.75440974191884e-05,67,66,34,37,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0522950835211526,45.2,67,67,NA,8,3.61652090911887e-05,3.61652090911887e-05,67,66,34,37,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",45.2,808,208,3.13788883279997e-05,751,"not_key","other",250,0.0168860243547971,0.00904130227279717,0.00784472208199993,857
"310___",669,669,NA,28,3.04013504881921e-05,3.04013504881921e-05,669,667,336,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.123188616326296,346.45,669,669,NA,28,7.35065225430665e-05,7.35065225430665e-05,669,667,336,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",346.45,631,384,-4.31051720548744e-05,378,"not_key","other",123,0.00373936611004763,0.00904130227279718,-0.00530193616274955,431
"311___",667,667,NA,27,5.89685848012512e-06,5.89685848012512e-06,667,661,335,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.121690814272344,345.575,667,667,NA,27,3.5595678239359e-05,3.5595678239359e-05,667,661,335,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",345.575,811,205,-2.96988197592339e-05,437,"not_key","other",254,0.00149780205395178,0.00904130227279719,-0.00754350021884541,208
"312___",661,661,NA,26,2.22414777571951e-05,2.22414777571951e-05,661,657,332,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.115107336856214,344.0125,661,661,NA,26,3.05449401108013e-05,3.05449401108013e-05,661,657,332,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",344.0125,835,179,-8.3034623536062e-06,588,"not_key","other",296,0.00658347741612975,0.00904130227279718,-0.00245782485666743,609
"313___",657,657,NA,25,7.11546115477354e-06,7.11546115477354e-06,657,653,330,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.11289442843708,342.10625,657,657,NA,25,2.90717114880938e-05,2.90717114880938e-05,657,653,330,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",342.10625,843,173,-2.19562503333203e-05,490,"not_key","other",311,0.00221290841913457,0.00904130227279717,-0.0068283938536626,288
"314___",653,653,NA,24,3.14399172685253e-05,3.14399172685253e-05,653,645,328,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.100475661116012,340.153125,653,653,NA,24,2.28893728425245e-05,2.28893728425245e-05,653,645,328,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",340.153125,883,133,8.5505444260008e-06,711,"not_key","other",395,0.0124187673210675,0.00904130227279718,0.00337746504827031,766
"315___",645,645,NA,23,1.98268100181231e-06,1.98268100181231e-06,645,643,324,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0993257061349611,337.6765625,645,645,NA,23,1.55884521944779e-05,1.55884521944779e-05,645,643,324,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",337.6765625,926,90,-1.36057711926656e-05,547,"not_key","other",580,0.00114995498105114,0.00904130227279718,-0.00789134729174604,180
"316___",643,643,NA,22,6.33361284924154e-06,6.33361284924154e-06,643,637,323,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0953735317170344,335.18828125,643,643,NA,22,1.4489266462816e-05,1.4489266462816e-05,643,637,323,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",335.18828125,931,85,-8.15565361357446e-06,590,"not_key","other",624,0.00395217441792672,0.00904130227279718,-0.00508912785487046,453
"317___",637,637,NA,21,7.66776833335016e-06,7.66776833335016e-06,637,635,320,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0892623203553543,332.819140625,637,637,NA,21,1.13441684727694e-05,1.13441684727694e-05,637,635,320,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",332.819140625,950,66,-3.67640013941924e-06,644,"not_key","other",797,0.00611121136168008,0.00904130227279721,-0.00293009091111713,576
"318___",635,635,NA,20,8.34477053149287e-06,8.34477053149287e-06,635,633,319,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0825280905364396,330.7595703125,635,635,NA,20,1.1203596372735e-05,1.1203596372735e-05,635,633,319,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",330.7595703125,951,65,-2.85882584124213e-06,658,"not_key","other",807,0.00673422981891475,0.00904130227279715,-0.0023070724538824,616
"319___",633,633,NA,19,7.69149940783289e-07,7.69149940783289e-07,633,629,318,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0819035407845235,329.22978515625,633,633,NA,19,1.11346087103414e-05,1.11346087103414e-05,633,629,318,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",329.22978515625,952,64,-1.03654587695581e-05,570,"not_key","other",812,0.000624549751916031,0.00904130227279722,-0.00841675252088118,96
"32___",75,75,NA,9,0.000339133808501859,0.000339133808501859,75,74,38,39,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0649178727691881,48.2,75,75,NA,9,0.00026592065508227,0.00026592065508227,75,74,38,39,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",48.2,352,662,7.3213153419589e-05,791,"not_key","other",34,0.0115305494890632,0.00904130227279718,0.00248924721626603,747
"320___",629,629,NA,18,1.73835743655379e-06,1.73835743655379e-06,629,628,316,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0802173340710663,327.714892578125,629,629,NA,18,9.32093017814143e-06,9.32093017814143e-06,629,628,316,338,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",327.714892578125,969,47,-7.58257274158764e-06,600,"not_key","other",970,0.00168620671345718,0.00904130227279719,-0.00735509555934001,239
"321___",679,679,NA,21,0.000487128807917768,0.000487128807917768,679,677,341,342,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.091457675019412,351.2,679,679,NA,21,0.000475858014357747,0.000475858014357747,679,677,341,342,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",351.2,246,767,1.1270793560021e-05,714,"not_key","other",19,0.00925544735043759,0.00904130227279719,0.0002141450776404,693
"322___",677,677,NA,20,0.000238635952130079,0.000238635952130079,677,676,340,342,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0862076840725503,350.45,677,677,NA,20,0.000410968285127145,0.000410968285127145,677,676,340,342,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",350.45,270,746,-0.000172332332997066,177,"not_key","other",22,0.00524999094686174,0.00904130227279719,-0.00379131132593545,535
"323___",686,686,NA,23,3.10611339756373e-05,3.10611339756373e-05,686,684,344,345,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0998860045921291,354.2,686,686,NA,23,0.00024435952088641,0.00024435952088641,686,684,344,345,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",354.2,372,644,-0.000213298386910773,148,"not_key","other",37,0.00114926195709858,0.00904130227279717,-0.00789204031569859,179
"324___",684,684,NA,22,0.000121531686536598,0.000121531686536598,684,683,343,345,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0913787865345673,353.45,684,684,NA,22,0.00012916146103996,0.00012916146103996,684,683,343,345,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",353.45,486,530,-7.62977450336202e-06,598,"not_key","other",70,0.00850721805756186,0.0090413022727972,-0.000534084215235341,663
"325___",693,693,NA,24,1.99141558322614e-05,1.99141558322614e-05,693,691,348,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.103951971710364,358.2,693,693,NA,24,2.7315112606638e-05,2.7315112606638e-05,693,691,348,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",358.2,851,165,-7.4009567743766e-06,605,"not_key","other",331,0.00659158558047852,0.00904130227279718,-0.00244971669231865,610
"326___",691,691,NA,23,3.04274899310349e-05,3.04274899310349e-05,691,689,347,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0938500450532602,357.45,691,691,NA,23,2.72328381710759e-05,2.72328381710759e-05,691,689,347,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",357.45,852,163,3.194651759959e-06,699,"not_key","other",332,0.0101019266571036,0.0090413022727972,0.00106062438430639,718
"327___",689,689,NA,22,7.12178247461945e-06,7.12178247461945e-06,689,683,346,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0913787865345673,356.575,689,689,NA,22,2.60556261463896e-05,2.60556261463896e-05,689,683,346,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",356.575,860,156,-1.89338436717702e-05,514,"not_key","other",347,0.00247125851869295,0.00904130227279719,-0.00657004375410424,317
"328___",683,683,NA,21,9.60573091900586e-06,9.60573091900586e-06,683,682,343,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0879879635201582,355.0125,683,683,NA,21,2.5612754313873e-05,2.5612754313873e-05,683,682,343,349,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",355.0125,862,154,-1.60070233948671e-05,531,"not_key","other",353,0.00339082301440907,0.00904130227279717,-0.0056504792583881,401
"329___",705,705,NA,26,2.00345337703026e-05,2.00345337703026e-05,705,703,354,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.10175557391707,364.2,705,705,NA,26,8.44981520822167e-05,8.44981520822167e-05,705,703,354,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",364.2,586,429,-6.44636183119141e-05,302,"not_key","other",107,0.00214369511342238,0.00904130227279719,-0.00689760715937481,277
"33___",78,78,NA,9,0.000118496858420444,0.000118496858420444,78,74,40,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0649178727691881,50.2,78,78,NA,9,8.37157617851591e-05,8.37157617851591e-05,78,74,40,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",50.2,590,426,3.47810966352849e-05,757,"not_key","other",108,0.012797660709408,0.00904130227279718,0.00375635843661077,774
"330___",703,703,NA,25,4.82387815806188e-05,4.82387815806188e-05,703,701,353,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0964493079432022,363.45,703,703,NA,25,8.21936570254289e-05,8.21936570254289e-05,703,701,353,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",363.45,594,421,-3.39548754448101e-05,417,"not_key","other",110,0.00530626597386807,0.00904130227279718,-0.00373503629892911,540
"331___",701,701,NA,24,7.2788251342286e-06,7.2788251342286e-06,701,699,352,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0956049642276317,362.575,701,701,NA,24,7.79422609723895e-05,7.79422609723895e-05,701,699,352,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",362.575,614,401,-7.06634358381609e-05,289,"not_key","other",116,0.000844343715570518,0.00904130227279718,-0.00819695855722666,136
"332___",699,699,NA,23,5.29612180281183e-06,5.29612180281183e-06,699,698,351,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0948476188098296,361.6375,699,699,NA,23,6.32258900195607e-05,6.32258900195607e-05,699,698,351,355,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",361.6375,673,343,-5.79297682167489e-05,322,"not_key","other",143,0.000757345417802092,0.00904130227279718,-0.00828395685499509,115
"333___",711,711,NA,25,2.03256898354532e-05,2.03256898354532e-05,711,709,357,358,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0971575325692705,367.2,711,711,NA,25,0.000180826045455944,0.000180826045455944,711,709,357,358,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",367.2,425,591,-0.000160500355620491,187,"not_key","other",50,0.00101628449177266,0.0090413022727972,-0.00802501778102454,161
"334___",709,709,NA,24,3.63024015895993e-09,3.63024015895993e-09,709,708,356,358,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0971568174119592,366.45,709,709,NA,24,4.58949353949096e-05,4.58949353949096e-05,709,708,356,358,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",366.45,743,273,-4.58913051547506e-05,369,"not_key","other",197,7.15157311315106e-07,0.00904130227279719,-0.00904058711548588,68
"335___",715,715,NA,25,4.29701415442723e-05,4.29701415442723e-05,715,714,359,360,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0978848916375308,369.2,715,715,NA,25,0.000301376742426573,0.000301376742426573,715,714,359,360,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",369.2,324,690,-0.000258406600882301,131,"not_key","other",30,0.00128910424632817,0.00904130227279719,-0.00775219802646902,192
"336___",720,720,NA,26,2.26353550241498e-05,2.26353550241498e-05,720,718,362,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.100058407897252,372.2,720,720,NA,26,0.000282540696024912,0.000282540696024912,720,718,362,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",372.2,337,678,-0.000259905341000762,128,"not_key","other",32,0.000724331360772794,0.00904130227279718,-0.00831697091202439,104
"337___",718,718,NA,25,1.34167670353149e-05,1.34167670353149e-05,718,714,361,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0978848916375308,371.45,718,718,NA,25,5.58105078567727e-05,5.58105078567727e-05,718,714,361,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",371.45,700,316,-4.23937408214578e-05,383,"not_key","other",162,0.00217351625972101,0.00904130227279718,-0.00686778601307616,280
"338___",714,714,NA,24,4.13678537256614e-06,4.13678537256614e-06,714,708,359,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0971568174119592,370.325,714,714,NA,24,5.13710356408931e-05,5.13710356408931e-05,714,708,359,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",370.325,717,298,-4.7234250268327e-05,362,"not_key","other",176,0.000728074225571641,0.00904130227279719,-0.00831322804722555,105
"339___",708,708,NA,23,8.42773212456051e-06,8.42773212456051e-06,708,698,356,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0948476188098296,368.3875,708,708,NA,23,3.29974535503547e-05,3.29974535503547e-05,708,698,356,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",368.3875,820,196,-2.45697214257942e-05,476,"not_key","other",274,0.00230919860212958,0.00904130227279719,-0.00673210367066761,303
"34___",74,74,NA,8,8.95233280002518e-05,8.95233280002518e-05,74,66,38,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0522950835211526,49.2,74,74,NA,8,6.41227111545899e-05,6.41227111545899e-05,74,66,38,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",49.2,667,348,2.54006168456619e-05,742,"not_key","other",141,0.0126227892480355,0.00904130227279717,0.00358148697523833,769
"340___",698,698,NA,22,1.31868275980589e-05,1.31868275980589e-05,698,696,351,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0903772842540876,365.0125,698,698,NA,22,2.66705081793427e-05,2.66705081793427e-05,698,696,351,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",365.0125,856,160,-1.34836805812838e-05,548,"not_key","other",339,0.00447033455574197,0.00904130227279717,-0.00457096771705521,490
"341___",696,696,NA,21,6.54608420254644e-06,6.54608420254644e-06,696,682,350,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0879879635201582,362.35625,696,696,NA,21,2.47706911583484e-05,2.47706911583484e-05,696,682,350,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",362.35625,867,148,-1.8224606955802e-05,520,"not_key","other",365,0.00238932073392945,0.00904130227279717,-0.00665198153886772,309
"342___",682,682,NA,20,3.67826332150403e-06,3.67826332150403e-06,682,676,343,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0862076840725503,358.684375,682,682,NA,20,1.86803765966884e-05,1.86803765966884e-05,682,676,343,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",358.684375,909,107,-1.50021132751844e-05,538,"not_key","other",484,0.00178027944760795,0.00904130227279719,-0.00726102282518924,247
"343___",676,676,NA,19,3.05130988894102e-06,3.05130988894102e-06,676,674,340,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0846759265083019,354.5671875,676,676,NA,19,1.80105622964087e-05,1.80105622964087e-05,676,674,340,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",354.5671875,913,102,-1.49592524074677e-05,539,"not_key","other",502,0.00153175756424839,0.00904130227279717,-0.00750954470854878,215
"344___",674,674,NA,18,8.811447504418e-06,8.811447504418e-06,674,628,339,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0802173340710663,351.63359375,674,674,NA,18,1.78681863098759e-05,1.78681863098759e-05,674,628,339,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",351.63359375,916,100,-9.0567388054579e-06,581,"not_key","other",506,0.00445859243723551,0.0090413022727972,-0.0045827098355617,487
"345___",628,628,NA,17,3.32868161219739e-06,3.32868161219739e-06,628,614,316,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0760564820558196,339.674243164062,628,628,NA,17,7.23304181823775e-06,7.23304181823775e-06,628,614,316,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",339.674243164062,984,32,-3.90436020604036e-06,641,"not_key","other",1250,0.00416085201524674,0.00904130227279719,-0.00488045025755045,468
"346___",614,614,NA,16,5.15136317308674e-06,5.15136317308674e-06,614,610,309,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0694987967364802,329.679309082031,614,614,NA,16,7.10235842324995e-06,7.10235842324995e-06,614,610,309,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",329.679309082031,985,31,-1.95099525016321e-06,669,"not_key","other",1273,0.00655768531933942,0.00904130227279719,-0.00248361695345777,608
"347___",610,610,NA,15,1.11710068833242e-06,1.11710068833242e-06,610,598,307,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0680756104595447,323.439654541016,610,610,NA,15,7.09678357362416e-06,7.09678357362416e-06,610,598,307,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",323.439654541016,986,30,-5.97968288529174e-06,617,"not_key","other",1274,0.0014231862769355,0.00904130227279718,-0.00761811599586168,200
"348___",598,598,NA,14,9.63724702185916e-07,9.63724702185916e-07,598,590,301,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0666290596815636,317.726077270508,598,598,NA,14,6.0235191690854e-06,6.0235191690854e-06,598,590,301,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",317.726077270508,988,28,-5.05979446689948e-06,626,"not_key","other",1501,0.00144655077798106,0.00904130227279719,-0.00759475149481613,201
"349___",590,590,NA,13,2.98943310310274e-06,2.98943310310274e-06,590,576,297,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0620103855372699,312.963038635254,590,590,NA,13,5.8519755810985e-06,5.8519755810985e-06,590,576,297,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",312.963038635254,989,27,-2.86254247799576e-06,657,"not_key","other",1545,0.00461867414429373,0.00904130227279718,-0.00442262812850345,503
"35___",66,66,NA,7,4.00286971291106e-05,4.00286971291106e-05,66,65,34,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0375645229776399,47.2,66,66,NA,7,2.45687561760793e-05,2.45687561760793e-05,66,65,34,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",47.2,870,145,1.54599409530313e-05,725,"not_key","other",368,0.0147305605435127,0.00904130227279718,0.00568925827071552,813
"350___",576,576,NA,12,1.65723219371703e-06,1.65723219371703e-06,576,552,290,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0594068737609404,307.487769317627,576,576,NA,12,5.75512557148134e-06,5.75512557148134e-06,576,552,290,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",307.487769317627,990,26,-4.09789337776431e-06,639,"not_key","other",1571,0.00260351177632945,0.00904130227279719,-0.00643779049646773,332
"351___",552,552,NA,11,2.43266297648879e-06,2.43266297648879e-06,552,551,278,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0555438049542763,298.810681533813,552,552,NA,11,5.69351528513677e-06,5.69351528513677e-06,552,551,278,363,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",298.810681533813,991,24,-3.26085230864798e-06,648,"not_key","other",1588,0.0038630688066642,0.00904130227279719,-0.00517823346613299,440
"352___",725,725,NA,13,0.000341720087583417,0.000341720087583417,725,724,364,365,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0594486739591838,374.2,725,725,NA,13,0.000136989428375715,0.000136989428375715,725,724,364,365,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",374.2,471,544,0.000204730659207702,856,"not_key","other",66,0.0225535257805055,0.00904130227279719,0.0135122235077083,917
"353___",729,729,NA,14,0.000199779496295491,0.000199779496295491,729,728,366,367,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0636754575898433,376.2,729,729,NA,14,4.75858014357747e-05,4.75858014357747e-05,729,728,366,367,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",376.2,731,284,0.000152193694859716,838,"not_key","other",190,0.0379581042961433,0.00904130227279719,0.0289168020233461,982
"354___",734,734,NA,15,8.15709385945739e-05,8.15709385945739e-05,734,732,369,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0738064039718357,379.2,734,734,NA,15,0.000347742395107584,0.000347742395107584,734,732,369,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",379.2,298,716,-0.00026617145651301,127,"not_key","other",26,0.00212084440345892,0.00904130227279719,-0.00692045786933826,274
"355___",732,732,NA,14,0.000289455610914069,0.000289455610914069,732,728,368,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0636754575898433,378.45,732,732,NA,14,0.00025832292207992,0.00025832292207992,732,728,368,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",378.45,360,655,3.1132688834149e-05,750,"not_key","other",35,0.0101309463819924,0.0090413022727972,0.00108964410919521,721
"356___",728,728,NA,13,1.87857050251534e-05,1.87857050251534e-05,728,724,366,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0594486739591838,377.325,728,728,NA,13,4.01835656568764e-05,4.01835656568764e-05,728,724,366,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",377.325,778,238,-2.1397860631723e-05,496,"not_key","other",225,0.00422678363065952,0.00904130227279719,-0.00481451864213767,471
"357___",724,724,NA,12,8.40327064471923e-06,8.40327064471923e-06,724,723,364,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0572638235915568,375.7625,724,724,NA,12,3.47742395107584e-05,3.47742395107584e-05,724,723,364,370,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",375.7625,817,199,-2.63709688660392e-05,458,"not_key","other",260,0.002184850367627,0.00904130227279718,-0.00685645190517018,282
"358___",738,738,NA,13,0.000103482114370967,0.000103482114370967,738,737,371,372,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0602771574435925,381.2,738,738,NA,13,2.96436140091711e-05,2.96436140091711e-05,738,737,371,372,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",381.2,839,176,7.38385003617959e-05,792,"not_key","other",305,0.0315620448831449,0.00904130227279719,0.0225207426103478,963
"359___",745,745,NA,16,9.05262419386211e-09,9.05262419386211e-09,745,744,374,375,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0749217385323235,384.2,745,745,NA,16,0.000114446864212623,0.000114446864212623,745,744,374,375,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",384.2,506,510,-0.000114437811588429,227,"not_key","other",79,7.15157311315107e-07,0.00904130227279722,-0.0090405871154859,31
"36___",84,84,NA,9,0.000896242302683936,0.000896242302683936,84,82,43,44,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0563212286094177,53.2,84,84,NA,9,0.00180826045455944,0.00180826045455944,84,82,43,44,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",53.2,57,959,-0.000912018151875504,42,"key","neo-endemic",5,0.00448121151341968,0.0090413022727972,-0.00456009075937752,494
"360___",752,752,NA,18,2.09990060351433e-05,2.09990060351433e-05,752,750,378,379,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0827955814761251,388.2,752,752,NA,18,3.02384691397899e-05,3.02384691397899e-05,752,750,378,379,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",388.2,838,178,-9.2394631046466e-06,579,"not_key","other",299,0.00627870280450785,0.00904130227279718,-0.00276259946828933,595
