ELEMENT,Axis_0,COLOUR,DEPTH,LENGTH,LENGTHTOPARENT,NAME,NODE_NUMBER,PARENTNODE,TERMINAL_NODE_FIRST,TERMINAL_NODE_LAST,TOTAL_LENGTH,TREENAME,_y
124,124,,12,7.86200197634538e-005,7.86200197634538e-005,adoxa,124,122,63,63,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,72.7
125,125,,11,6.64801637705675e-005,6.64801637705675e-005,55___,125,121,64,66,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,74.45
126,126,,12,0.000105131421776711,0.000105131421776711,lycopodiifolia,126,125,64,64,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,73.7
127,127,,12,0.000131033366272423,0.000131033366272423,54___,127,125,65,66,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,75.2
128,128,,13,0.000196550049408634,0.000196550049408634,asperulacea,128,127,65,65,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,74.7
129,129,,13,0.000334863047140636,0.000334863047140636,perryi,129,127,66,66,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,75.7
13,13,,4,4.5663142791905e-005,4.5663142791905e-005,8___,13,12,8,12,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,19.325
130,130,,7,3.18355713830887e-005,3.18355713830887e-005,83___,130,110,67,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,80.075
131,131,,8,0.000188360464016608,0.000188360464016608,60___,131,130,67,68,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,77.2
132,132,,9,0.000334863047140636,0.000334863047140636,extensa,132,131,67,67,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,76.7
133,133,,9,0.000393100098817269,0.000393100098817269,gonophylla,133,131,68,68,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,77.7
134,134,,8,3.21754529281039e-005,3.21754529281039e-005,82___,134,130,69,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,82.95
135,135,,9,0.000158619338119249,0.000158619338119249,61___,135,134,69,70,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,79.2
136,136,,10,0.000282540696024912,0.000282540696024912,applanata,136,135,69,69,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,78.7
137,137,,10,0.000180826045455944,0.000180826045455944,alata,137,135,70,70,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,79.7
138,138,,9,3.27583415681057e-005,3.27583415681057e-005,81___,138,134,71,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,86.7
139,139,,10,0.000153242411403342,0.000153242411403342,67___,139,138,71,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,81.684375
14,14,,5,0.000251147285355477,0.000251147285355477,5___,14,13,8,9,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,18.2
140,140,,11,0.000695484790215168,0.000695484790215168,shuttleworthii,140,139,71,71,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,80.7
141,141,,11,0.000177280436721513,0.000177280436721513,66___,141,139,72,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,82.66875
142,142,,12,0.000753441856066432,0.000753441856066432,pentadenia,142,141,72,72,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,81.7
143,143,,12,0.000184516372914228,0.000184516372914228,65___,143,141,73,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,83.6375
144,144,,13,0.000231828263405056,0.000231828263405056,browniana,144,143,73,73,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,82.7
145,145,,13,0.000282540696024912,0.000282540696024912,64___,145,143,74,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,84.575
146,146,,14,0.00180826045455944,0.00180826045455944,empelioclada,146,145,74,74,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,83.7
147,147,,14,0.000301376742426573,0.000301376742426573,63___,147,145,75,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,85.45
148,148,,15,0.0012916146103996,0.0012916146103996,nigricans,148,147,75,75,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,84.7
149,149,,15,0.000393100098817269,0.000393100098817269,62___,149,147,76,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,86.2
15,15,,6,0.000311769043889558,0.000311769043889558,cuspidifolia,15,14,8,8,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,17.7
150,150,,16,0.000695484790215168,0.000695484790215168,gilbertii,150,149,76,76,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,85.7
151,151,,16,0.000904130227279718,0.000904130227279718,leioderma,151,149,77,77,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,86.7
152,152,,10,3.29974535503547e-005,3.29974535503547e-005,80___,152,138,78,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,91.715625
153,153,,11,0.000105131421776711,0.000105131421776711,71___,153,152,78,82,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,89.325
154,154,,12,0.00150688371213286,0.00150688371213286,68___,154,153,78,79,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,88.2
155,155,,13,0.00301376742426573,0.00301376742426573,epacantha,155,154,78,78,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,87.7
156,156,,13,0.00180826045455944,0.00180826045455944,fagonioides,156,154,79,79,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,88.7
157,157,,12,0.000105131421776711,0.000105131421776711,70___,157,153,80,82,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,90.45
158,158,,13,0.000108931352684303,0.000108931352684303,pulchella,158,157,80,80,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,89.7
159,159,,13,0.000231828263405056,0.000231828263405056,69___,159,157,81,82,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,91.2
16,16,,6,0.0012916146103996,0.0012916146103996,pickardii,16,14,9,9,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,18.7
160,160,,14,0.00024435952088641,0.00024435952088641,drummondii,160,159,81,81,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,90.7
161,161,,14,0.00452065113639859,0.00452065113639859,guinetii,161,159,82,82,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,91.7
162,162,,11,3.57363726197517e-005,3.57363726197517e-005,79___,162,152,83,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,94.10625
163,163,,12,0.000753441856066432,0.000753441856066432,jacksonioides,163,162,83,83,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,92.7
164,164,,12,3.67532612715333e-005,3.67532612715333e-005,78___,164,162,84,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,95.5125
165,165,,13,0.00452065113639859,0.00452065113639859,pygmaea,165,164,84,84,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,93.7
166,166,,13,3.69032745828456e-005,3.69032745828456e-005,77___,166,164,85,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,97.325
167,167,,14,0.000334863047140636,0.000334863047140636,73___,167,166,85,87,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,95.45
168,168,,15,0.00100458914142191,0.00100458914142191,incrassata,168,167,85,85,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,94.7
169,169,,15,0.000502294570710955,0.000502294570710955,72___,169,167,86,87,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,96.2
17,17,,5,5.19615073149263e-005,5.19615073149263e-005,7___,17,13,10,12,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,20.45
170,170,,16,0.000695484790215168,0.000695484790215168,biflora,170,169,86,86,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,95.7
171,171,,16,0.00113016278409965,0.00113016278409965,phlebopetala,171,169,87,87,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,96.7
172,172,,14,3.75157770655485e-005,3.75157770655485e-005,76___,172,166,88,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,99.2
173,173,,15,0.000645807305199799,0.000645807305199799,74___,173,172,88,89,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,98.2
174,174,,16,0.00113016278409965,0.00113016278409965,heterochroa,174,173,88,88,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,97.7
175,175,,16,0.00150688371213286,0.00150688371213286,clydonophora,175,173,89,89,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,98.7
176,176,,15,3.94816693135248e-005,3.94816693135248e-005,75___,176,172,90,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,100.2
177,177,,16,0.000430538203466533,0.000430538203466533,celastrifolia,177,176,90,90,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,99.7
178,178,,16,4.22490760411083e-005,4.22490760411083e-005,myrtifolia,178,176,91,91,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,100.7
179,179,,5,3.04318487808724e-006,3.04318487808724e-006,503___,179,63,92,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,122.296162376925
18,18,,6,0.000502294570710955,0.000502294570710955,dempsteri,18,17,10,10,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,19.7
180,180,,6,1.18652260797863e-005,1.18652260797863e-005,97___,180,179,92,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,106.35625
181,181,,7,2.10752966731869e-005,2.10752966731869e-005,89___,181,180,92,96,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,103.325
182,182,,8,0.000821936570254289,0.000821936570254289,86___,182,181,92,93,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,102.2
183,183,,9,0.0022603255681993,0.0022603255681993,gelasina,183,182,92,92,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,101.7
184,184,,9,0.0012916146103996,0.0012916146103996,subrigida,184,182,93,93,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,102.7
185,185,,8,2.1424886902363e-005,2.1424886902363e-005,88___,185,181,94,96,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,104.45
186,186,,9,0.000645807305199799,0.000645807305199799,praelongata,186,185,94,94,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,103.7
187,187,,9,2.21600545901892e-005,2.21600545901892e-005,87___,187,185,95,96,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,105.2
188,188,,10,0.000139096958043034,0.000139096958043034,pachyacra,188,187,95,95,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,104.7
189,189,,10,2.54684571064709e-005,2.54684571064709e-005,murrayana,189,187,96,96,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,105.7
19,19,,6,5.7957065851264e-005,5.7957065851264e-005,6___,19,17,11,12,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,21.2
190,190,,7,2.32424222951084e-005,2.32424222951084e-005,96___,190,180,97,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,109.3875
191,191,,8,6.36711427661773e-005,6.36711427661773e-005,91___,191,190,97,99,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,107.45
192,192,,9,0.00180826045455944,0.00180826045455944,imbricata,192,191,97,97,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,106.7
193,193,,9,6.36711427661773e-005,6.36711427661773e-005,90___,193,191,98,99,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,108.2
194,194,,10,0.000347742395107584,0.000347742395107584,triquetra,194,193,98,98,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,107.7
195,195,,10,7.23304181823775e-005,7.23304181823775e-005,acinacea,195,193,99,99,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,108.7
196,196,,8,3.24061013361906e-005,3.24061013361906e-005,95___,196,190,100,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,111.325
197,197,,9,5.7957065851264e-005,5.7957065851264e-005,92___,197,196,100,101,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,110.2
198,198,,10,0.00026592065508227,0.00026592065508227,iteaphylla,198,197,100,100,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,109.7
199,199,,10,7.41090350229277e-005,7.41090350229277e-005,suaveolens,199,197,101,101,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,110.7
2,2,,2,1.09062753592246e-005,1.09062753592246e-005,15___,2,1,3,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,17.5671875
20,20,,7,8.00115245380282e-005,8.00115245380282e-005,pyrifolia,20,19,11,11,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,20.7
200,200,,9,7.35065225430665e-005,7.35065225430665e-005,94___,200,196,102,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,112.45
201,201,,10,0.000475858014357747,0.000475858014357747,anthochaera,201,200,102,102,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,111.7
202,202,,10,8.07259131499748e-005,8.07259131499748e-005,93___,202,200,103,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,113.2
203,203,,11,0.000282540696024912,0.000282540696024912,camptoclada,203,202,103,103,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,112.7
204,204,,11,0.000101587665986485,0.000101587665986485,prainii,204,202,104,104,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,113.7
205,205,,6,3.05759292282624e-006,3.05759292282624e-006,502___,205,179,105,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,138.236074753851
206,206,,7,0.000502294570710955,0.000502294570710955,peuce,206,205,105,105,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,114.7
207,207,,7,3.05862729120338e-006,3.05862729120338e-006,501___,207,205,106,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,161.772149507701
208,208,,8,9.85965351450075e-006,9.85965351450075e-006,123___,208,207,106,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,120.0916015625
209,209,,9,0.000821936570254289,0.000821936570254289,98___,209,208,106,107,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,116.2
21,21,,7,0.000210262843553423,0.000210262843553423,strongylophylla,21,19,12,12,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,21.7
210,210,,10,0.00100458914142191,0.00100458914142191,subsessilis,210,209,106,106,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,115.7
211,211,,10,0.00452065113639859,0.00452065113639859,diallaga,211,209,107,107,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,116.7
212,212,,9,9.8812046697237e-006,9.8812046697237e-006,122___,212,208,108,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,123.983203125
213,213,,10,2.137423705153e-005,2.137423705153e-005,103___,213,212,108,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,118.66875
214,214,,11,0.00025832292207992,0.00025832292207992,ixodes,214,213,108,108,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,117.7
215,215,,11,2.31828263405056e-005,2.31828263405056e-005,102___,215,213,109,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,119.6375
216,216,,12,0.00113016278409965,0.00113016278409965,calantha,216,215,109,109,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,118.7
217,217,,12,2.36683305570607e-005,2.36683305570607e-005,101___,217,215,110,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,120.575
218,218,,13,3.47742395107584e-005,3.47742395107584e-005,melleodora,218,217,110,110,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,119.7
219,219,,13,4.10968285127145e-005,4.10968285127145e-005,100___,219,217,111,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,121.45
22,22,,4,1.31033366272423e-005,1.31033366272423e-005,13___,22,12,13,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,23.66875
220,220,,14,0.000475858014357747,0.000475858014357747,jensenii,220,219,111,111,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,120.7
221,221,,14,4.38898168582388e-005,4.38898168582388e-005,99___,221,219,112,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,122.2
222,222,,15,0.000430538203466533,0.000430538203466533,sabulosa,222,221,112,112,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,121.7
223,223,,15,4.78375781629481e-005,4.78375781629481e-005,dictyophleba,223,221,113,113,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,122.7
224,224,,10,1.50437641810269e-005,1.50437641810269e-005,121___,224,212,114,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,129.29765625
225,225,,11,8.44981520822167e-005,8.44981520822167e-005,109___,225,224,114,120,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,125.7625
226,226,,12,0.000231828263405056,0.000231828263405056,104___,226,225,114,115,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,124.2
227,227,,13,0.00113016278409965,0.00113016278409965,benthamii,227,226,114,114,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,123.7
228,228,,13,0.000282540696024912,0.000282540696024912,acuaria,228,226,115,115,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,124.7
229,229,,12,9.82750247043172e-005,9.82750247043172e-005,108___,229,225,116,120,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,127.325
23,23,,5,0.000602753484853146,0.000602753484853146,congesta,23,22,13,13,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,22.7
230,230,,13,0.000602753484853146,0.000602753484853146,105___,230,229,116,117,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,126.2
231,231,,14,0.00150688371213286,0.00150688371213286,cavealis,231,230,116,116,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,125.7
232,232,,14,0.000753441856066432,0.000753441856066432,auronitens,232,230,117,117,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,126.7
233,233,,13,9.93549700307383e-005,9.93549700307383e-005,107___,233,229,118,120,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,128.45
234,234,,14,0.000164387314050858,0.000164387314050858,latipes,234,233,118,118,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,127.7
235,235,,14,0.000153242411403342,0.000153242411403342,106___,235,233,119,120,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,129.2
236,236,,15,0.00150688371213286,0.00150688371213286,adnata,236,235,119,119,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,128.7
237,237,,15,0.000170590608920702,0.000170590608920702,cochlearis,237,235,120,120,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,129.7
238,238,,11,1.5974032284094e-005,1.5974032284094e-005,120___,238,224,121,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,132.8328125
239,239,,12,1.89148583112912e-005,1.89148583112912e-005,110___,239,238,121,122,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,131.2
24,24,,5,1.33549516584892e-005,1.33549516584892e-005,12___,24,22,14,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,24.6375
240,240,,13,0.000904130227279718,0.000904130227279718,acanthaster,240,239,121,121,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,130.7
241,241,,13,1.93190219504213e-005,1.93190219504213e-005,tetragonophylla,241,239,122,122,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,131.7
242,242,,12,6.95484790215168e-005,6.95484790215168e-005,119___,242,238,123,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,134.465625
243,243,,13,0.000753441856066432,0.000753441856066432,111___,243,242,123,124,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,133.2
244,244,,14,0.0022603255681993,0.0022603255681993,declinata,244,243,123,123,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,132.7
245,245,,14,0.00113016278409965,0.00113016278409965,curvata,245,243,124,124,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,133.7
246,246,,13,7.00876145178076e-005,7.00876145178076e-005,118___,246,242,125,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,135.73125
247,247,,14,0.0022603255681993,0.0022603255681993,leptoneura,247,246,125,125,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,134.7
248,248,,14,7.00876145178076e-005,7.00876145178076e-005,117___,248,246,126,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,136.7625
249,249,,15,0.0012916146103996,0.0012916146103996,campylophylla,249,248,126,126,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,135.7
25,25,,6,1.5119234569895e-005,1.5119234569895e-005,victoriae,25,24,14,14,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,23.7
250,250,,15,7.17563672444221e-005,7.17563672444221e-005,116___,250,248,127,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,137.825
251,251,,16,0.000502294570710955,0.000502294570710955,aulacophylla,251,250,127,127,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,136.7
252,252,,16,7.86200197634538e-005,7.86200197634538e-005,115___,252,250,128,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,138.95
253,253,,17,0.000393100098817269,0.000393100098817269,heteroclita,253,252,128,128,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,137.7
254,254,,17,8.77796337164775e-005,8.77796337164775e-005,114___,254,252,129,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,140.2
255,255,,18,0.00016145182629995,0.00016145182629995,112___,255,254,129,130,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,139.2
256,256,,19,0.000502294570710955,0.000502294570710955,brachyphylla,256,255,129,129,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,138.7
257,257,,19,0.000210262843553423,0.000210262843553423,fragilis,257,255,130,130,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,139.7
258,258,,18,0.000105131421776711,0.000105131421776711,113___,258,254,131,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,141.2
259,259,,19,0.00301376742426573,0.00301376742426573,stanleyi,259,258,131,131,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,140.7
26,26,,6,8.77796337164775e-005,8.77796337164775e-005,11___,26,24,15,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,25.575
260,260,,19,0.000105131421776711,0.000105131421776711,assimilis,260,258,132,132,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,141.7
261,261,,8,3.08893142220608e-006,3.08893142220608e-006,500___,261,207,133,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,203.452697452903
262,262,,9,1.30278130731948e-005,1.30278130731948e-005,150___,262,261,133,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,148.6677734375
263,263,,10,0.000205484142563572,0.000205484142563572,126___,263,262,133,136,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,143.575
264,264,,11,0.00113016278409965,0.00113016278409965,saxatilis,264,263,133,133,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,142.7
265,265,,11,0.000251147285355477,0.000251147285355477,125___,265,263,134,136,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,144.45
266,266,,12,0.0012916146103996,0.0012916146103996,bracteolata,266,265,134,134,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,143.7
267,267,,12,0.000311769043889558,0.000311769043889558,124___,267,265,135,136,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,145.2
268,268,,13,0.000322903652599899,0.000322903652599899,carneorum,268,267,135,135,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,144.7
269,269,,13,0.00904130227279718,0.00904130227279718,atrox,269,267,136,136,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,145.7
27,27,,7,0.0022603255681993,0.0022603255681993,alexandri,27,26,15,15,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,24.7
270,270,,10,1.36164190855379e-005,1.36164190855379e-005,149___,270,262,137,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,153.760546875
271,271,,11,3.86380439008427e-005,3.86380439008427e-005,134___,271,270,137,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,148.028125
272,272,,12,7.79422609723895e-005,7.79422609723895e-005,pruinocarpa,272,271,137,137,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,146.7
273,273,,12,7.66212057016711e-005,7.66212057016711e-005,133___,273,271,138,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,149.35625
274,274,,13,0.000753441856066432,0.000753441856066432,hystrix,274,273,138,138,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,147.7
275,275,,13,7.86200197634538e-005,7.86200197634538e-005,132___,275,273,139,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,151.0125
276,276,,14,0.000282540696024912,0.000282540696024912,128___,276,275,139,141,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,149.45
277,277,,15,0.00301376742426573,0.00301376742426573,rhamphophylla,277,276,139,139,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,148.7
278,278,,15,0.000282540696024912,0.000282540696024912,127___,278,276,140,141,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,150.2
279,279,,16,0.000301376742426573,0.000301376742426573,glaucoptera,279,278,140,140,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,149.7
28,28,,7,8.95178442851206e-005,8.95178442851206e-005,10___,28,26,16,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,26.45
280,280,,16,0.00150688371213286,0.00150688371213286,bifaria,280,278,141,141,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,150.7
281,281,,14,0.000100458914142191,0.000100458914142191,131___,281,275,142,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,152.575
